reservation_no,trip_ids,person_no,vehicle_no,distance_to_station_origin,distance_to_station_destination,reservationfrom_sec,reservationto_sec,distance,start_station_no,end_station_no,drive_km,duration,reservationfrom,reservationto
260977,"[260976, 260977]",3588704,50,320.5592369327948,227.0871216671013,62949.56605180322,77937.05241290377,14399.407305732846,60,60,14.399407305732844,4.163190655861263,2019-01-01 17:29:09.566051803,2019-01-01 21:38:57.052412904
261075,"[261074, 261075]",3588997,118,203.497635007134,203.497635007134,29542.34483560492,54726.0,7879.310122085562,8,8,7.879310122085562,6.995459767887523,2019-01-01 08:12:22.344835605,2019-01-01 15:12:06.000000000
261212,"[261211, 261212]",3589469,104,358.5115009509552,358.5115009509552,43976.99898524064,69790.0,17027.805965537664,0,0,17.027805965537663,7.170278059655376,2019-01-01 12:12:56.998985241,2019-01-01 19:23:10.000000000
261594,"[261593, 261594]",3590458,119,1686.2263670331902,219.99636152384343,57244.23493551579,70835.84824578729,6261.490181272366,42,42,6.261490181272365,3.775448141742082,2019-01-01 15:54:04.234935516,2019-01-01 19:40:35.848245787
261786,"[261780, 261781, 261782, 261783, 261784, 261785, 261786]",3590859,120,1299.2036830568434,416.6891449556473,33129.53044338425,76511.97651906688,58212.49054158048,165,165,58.21249054158048,12.0506794654674,2019-01-01 09:12:09.530443384,2019-01-01 21:15:11.976519067
261827,"[261826, 261827]",3590911,121,385.10694574853295,385.10694574853295,35441.826832540406,65052.0,5838.143540544374,57,57,5.838143540544374,8.22504810207211,2019-01-01 09:50:41.826832540,2019-01-01 18:04:12.000000000
261835,"[261833, 261834, 261835]",3590929,122,237.73040972790295,237.73040972790295,47137.16883589901,59961.0,25309.41219100229,121,121,25.30941219100229,3.562175323361387,2019-01-01 13:05:37.168835899,2019-01-01 16:39:21.000000000
262088,"[262087, 262088]",3591493,123,575.7252569304864,252.5512105669067,58361.18054669709,77166.56368797625,22715.636400039824,223,223,22.715636400039823,5.22371753924421,2019-01-01 16:12:41.180546697,2019-01-01 21:26:06.563687976
262140,"[262138, 262139, 262140]",3591661,124,527.1960785514391,527.1960785514391,33774.11620014343,47038.0,19614.703814506545,10,10,19.614703814506544,3.6844121666268257,2019-01-01 09:22:54.116200143,2019-01-01 13:03:58.000000000
262323,"[262322, 262323]",3592155,125,404.9665536394096,404.9665536394096,11495.782174048712,42767.0,10311.606276424638,197,197,10.311606276424635,8.68644939609758,2019-01-01 03:11:35.782174049,2019-01-01 11:52:47.000000000
262401,"[262400, 262401]",3592351,126,150.3066520691005,150.3066520691005,67580.75748165826,80368.0,13534.514398381643,194,194,13.534514398381644,3.5520118106504825,2019-01-01 18:46:20.757481658,2019-01-01 22:19:28.000000000
262457,"[262456, 262457]",3592507,127,504.09425548675,504.09425548675,63852.56131550027,84417.0,4567.741236103464,64,64,4.567741236103464,5.712344079027703,2019-01-01 17:44:12.561315500,2019-01-01 23:26:57.000000000
262856,"[262855, 262856]",3593757,128,621.0825213328695,621.0825213328695,42152.96371460898,45164.0,5306.563483083944,100,100,5.306563483083944,0.836398968164172,2019-01-01 11:42:32.963714609,2019-01-01 12:32:44.000000000
262882,"[262878, 262879, 262880, 262881, 262882]",3593791,129,171.8464438195876,171.8464438195876,25546.537714162278,65002.0,12722.204915881932,202,202,12.722204915881932,10.959850634954924,2019-01-01 07:05:46.537714162,2019-01-01 18:03:22.000000000
263265,"[263264, 263265]",3594625,130,160.32140867671637,160.32140867671637,61537.72124359279,71268.0,28618.854344644897,63,63,28.618854344644895,2.702855210113115,2019-01-01 17:05:37.721243593,2019-01-01 19:47:48.000000000
263304,"[263303, 263304]",3594700,131,184.69939412115488,184.69939412115488,26227.12671429903,68890.0,18413.146825026957,219,219,18.413146825026956,11.850798134916936,2019-01-01 07:17:07.126714299,2019-01-01 19:08:10.000000000
263359,"[263358, 263359]",3594842,132,114.2996541742609,208.2305929708457,53576.27526901923,70991.7047034374,15413.104902208142,19,19,15.413104902208142,4.837619287338381,2019-01-01 14:52:56.275269019,2019-01-01 19:43:11.704703437
263465,"[263463, 263464, 263465]",3595115,133,114.29981516728073,523.8044993672636,60496.72471570671,69240.0017870761,16045.969875315624,164,164,16.045969875315624,2.4286880753803843,2019-01-01 16:48:16.724715707,2019-01-01 19:14:00.001787076
264029,"[264028, 264029]",3596365,126,148.55786786729166,148.55786786729166,35088.75330392853,52484.0,16534.6304464297,194,194,16.5346304464297,4.832012971130963,2019-01-01 09:44:48.753303929,2019-01-01 14:34:44.000000000
264035,"[264034, 264035]",3596378,103,75.19632085009725,75.19632085009725,35940.076198965005,44336.0,16553.438917638836,65,65,16.553438917638836,2.3322010558430537,2019-01-01 09:59:00.076198965,2019-01-01 12:18:56.000000000
264474,"[264470, 264471, 264472, 264473, 264474]",3597340,134,159.76290189062638,141.2116288740745,26816.94150491313,73832.84868748636,23652.96807532202,32,32,23.65296807532202,13.05997421738145,2019-01-01 07:26:56.941504913,2019-01-01 20:30:32.848687486
264656,"[264655, 264656]",3597956,117,474.498191093533,474.498191093533,43139.865447877135,47697.0,9920.404225635162,21,21,9.920404225635162,1.265870708923018,2019-01-01 11:58:59.865447877,2019-01-01 13:14:57.000000000
264860,"[264859, 264860]",3598392,39,91.30518321071196,91.30518321071196,29793.80035758413,36002.0,7449.990067107472,184,184,7.449990067107472,1.7244999006710744,2019-01-01 08:16:33.800357584,2019-01-01 10:00:02.000000000
265073,"[265072, 265073]",3599015,135,385.6594915920044,385.6594915920044,64510.28619401514,67166.0,32103.161277357096,139,139,32.103161277357096,0.7376982794402385,2019-01-01 17:55:10.286194015,2019-01-01 18:39:26.000000000
265202,"[265200, 265202]",3599343,16,268.83458430621306,268.83458430621306,15368.36144244058,49263.0,24851.071043317228,27,27,24.851071043317223,9.415177377099836,2019-01-01 04:16:08.361442441,2019-01-01 13:41:03.000000000
265372,"[265370, 265371, 265372]",3599792,136,127.04626710805272,127.04626710805272,60580.34664435361,63600.0,9606.261726536051,173,173,9.606261726536053,0.8387925987906643,2019-01-01 16:49:40.346644354,2019-01-01 17:40:00.000000000
265374,"[265373, 265374]",3599792,137,127.04626710805272,127.04626710805272,68209.2437641028,78300.0,13632.117663811445,127,127,13.632117663811444,2.8029878433047792,2019-01-01 18:56:49.243764103,2019-01-01 21:45:00.000000000
265379,"[265376, 265377, 265378, 265379]",3599823,138,182.14931955268557,182.14931955268557,50208.31998532388,64591.0,45553.692736460696,53,53,45.5536927364607,3.9951888929655897,2019-01-01 13:56:48.319985324,2019-01-01 17:56:31.000000000
265584,"[265583, 265584]",3600490,139,196.6913486301732,196.6913486301732,40196.70495053806,44766.0,25258.195818387343,22,22,25.258195818387343,1.26924862485054,2019-01-01 11:09:56.704950538,2019-01-01 12:26:06.000000000
265588,"[265585, 265586, 265587, 265588]",3600490,140,196.6913486301732,196.6913486301732,61339.33830502707,65766.0,8641.21430467603,22,22,8.64121430467603,1.2296282486035914,2019-01-01 17:02:19.338305027,2019-01-01 18:16:06.000000000
265968,"[265967, 265968]",3601358,141,202.4858173717366,202.4858173717366,35624.73510581674,43608.0,5090.691505090443,116,116,5.090691505090443,2.217573581717572,2019-01-01 09:53:44.735105817,2019-01-01 12:06:48.000000000
266389,"[266383, 266384, 266385, 266386, 266387, 266388, 266389]",3602716,142,269.7429837364627,269.7429837364627,33160.88783222718,83272.0,32429.918752047302,28,28,32.42991875204731,13.919753379936896,2019-01-01 09:12:40.887832227,2019-01-01 23:07:52.000000000
266645,"[266642, 266643, 266644, 266645]",3603405,143,195.644209862792,195.644209862792,27842.34789678432,73257.0,29459.164649634444,5,5,29.459164649634445,12.61518113978213,2019-01-01 07:44:02.347896784,2019-01-01 20:20:57.000000000
266754,"[266752, 266753, 266754]",3603697,144,183.5574975353108,183.5574975353108,39370.12047712373,47872.0,42248.13624236452,86,86,42.24813624236452,2.3616332007989635,2019-01-01 10:56:10.120477124,2019-01-01 13:17:52.000000000
267149,"[267145, 267146, 267147, 267148, 267149]",3604791,145,221.67181598249655,221.67181598249655,22309.07117850621,65642.0,60720.86487178391,170,170,60.72086487178391,12.03692467263716,2019-01-01 06:11:49.071178506,2019-01-01 18:14:02.000000000
268164,[268164],3607330,146,3352.827897022128,166.52813271887302,89855.65894384286,97430.2585924628,9935.292446626823,176,176,9.935292446626825,2.1040554579499804,2019-01-02 00:57:35.658943843,2019-01-02 03:03:50.258592463
268387,"[268386, 268387]",3607924,147,170.57231893051872,67.46881961771712,63586.832245128426,70556.34118725809,5863.606228188864,116,116,5.863606228188864,1.935974706147129,2019-01-01 17:39:46.832245128,2019-01-01 19:35:56.341187258
268562,"[268554, 268559, 268560, 268561, 268562]",3608291,148,298.6706266868424,298.6706266868424,19975.68034239736,73644.0,20306.84315745712,37,37,20.30684315745712,14.907866571556289,2019-01-01 05:32:55.680342397,2019-01-01 20:27:24.000000000
268869,"[268867, 268868, 268869]",3609161,149,153.68657761573093,153.68657761573093,67912.50437177859,87801.0,33470.56959190738,55,55,33.47056959190738,5.524582118950392,2019-01-01 18:51:52.504371778,2019-01-02 00:23:21.000000000
269021,"[269019, 269020, 269021]",3609583,150,567.266995981636,567.266995981636,55385.866452675895,81514.0,32912.75004712266,161,161,32.91275004712266,7.257814874256696,2019-01-01 15:23:05.866452676,2019-01-01 22:38:34.000000000
269518,"[269517, 269518]",3611016,151,162.99088920827808,162.99088920827808,65390.48719672045,75529.0,14958.688979987515,16,16,14.958688979987516,2.816253556466541,2019-01-01 18:09:50.487196720,2019-01-01 20:58:49.000000000
269525,"[269524, 269525]",3611037,152,298.1745191600094,298.1745191600094,49862.35197782952,59315.0,45906.88950473556,180,180,45.90688950473556,2.6257355617140217,2019-01-01 13:51:02.351977830,2019-01-01 16:28:35.000000000
269580,"[269579, 269580]",3611162,153,196.80109971650575,196.80109971650575,30597.26409756872,33401.0,11214.886178646666,100,100,11.214886178646664,0.7788155284531331,2019-01-01 08:29:57.264097568,2019-01-01 09:16:41.000000000
269928,"[269927, 269928]",3612797,137,214.0905378101698,214.0905378101698,28271.055507527883,67856.0,32915.12479089211,127,127,32.91512479089211,10.995817914575587,2019-01-01 07:51:11.055507528,2019-01-01 18:50:56.000000000
270870,"[270869, 270870]",3617853,154,183.68889571389985,183.68889571389985,39485.77128489122,44422.0,28784.13097524398,48,48,28.784130975243983,1.3711746430857723,2019-01-01 10:58:05.771284891,2019-01-01 12:20:22.000000000
271107,"[271104, 271105, 271106, 271107]",3619303,155,394.96964656101466,79.2805796951299,47484.65592679392,86503.55154387736,11162.363812728803,128,128,11.162363812728804,10.838582115856513,2019-01-01 13:11:24.655926794,2019-01-02 00:01:43.551543877
271549,"[271548, 271549]",3621949,156,261.7849029510314,261.7849029510314,39088.97238829863,43329.0,16111.878102815946,152,152,16.111878102815947,1.177785447694825,2019-01-01 10:51:28.972388299,2019-01-01 12:02:09.000000000
271828,"[271827, 271828]",3623607,157,2235.399910851083,113.60619006377514,38373.94278540757,46968.3362894055,10923.388466859016,123,123,10.923388466859016,2.387331528888315,2019-01-01 10:39:33.942785408,2019-01-01 13:02:48.336289406
272545,"[272543, 272544, 272545]",3627549,158,189.71087205787416,189.71087205787416,38473.27813509207,51963.0,34650.47650738863,71,71,34.65047650738863,3.7471449624744246,2019-01-01 10:41:13.278135092,2019-01-01 14:26:03.000000000
272814,[272814],3628987,159,910.417634141529,132.11873014210434,47869.78742759989,56826.11283687162,10502.952394446049,130,130,10.50295239444605,2.48786816924215,2019-01-01 13:17:49.787427600,2019-01-01 15:47:06.112836872
272907,"[272904, 272905, 272906, 272907]",3629415,160,264.3290368796636,264.3290368796636,23958.048842365963,68722.0,130822.42637854768,162,162,130.82242637854768,12.434430877120567,2019-01-01 06:39:18.048842366,2019-01-01 19:05:22.000000000
273143,"[273138, 273139, 273140, 273141, 273142, 273143]",3630651,161,1065.6688500655791,304.97544827859923,54725.59759540108,89919.45655975118,24518.230056555512,229,229,24.518230056555517,9.776071934541696,2019-01-01 15:12:05.597595401,2019-01-02 00:58:39.456559751
273550,"[273549, 273550]",3633373,162,685.0104177745345,685.0104177745345,42610.18247300167,58629.0,19967.153527731487,140,140,19.967153527731487,4.449671535277315,2019-01-01 11:50:10.182473002,2019-01-01 16:17:09.000000000
273706,"[273705, 273706]",3634205,163,12.16922420086862,12.16922420086862,34376.56655746105,42826.0,18039.817848304345,98,98,18.039817848304345,2.3470648451497094,2019-01-01 09:32:56.566557461,2019-01-01 11:53:46.000000000
273790,"[273787, 273789, 273790]",3634699,164,192.96060274001164,192.96060274001164,21480.436894066806,66992.0,17128.651026463052,114,114,17.128651026463054,12.64210086275922,2019-01-01 05:58:00.436894067,2019-01-01 18:36:32.000000000
274323,"[274322, 274323]",3637635,90,2497.5721409978923,1632.909024166143,62507.1157361091,68960.0,11766.095469673855,156,156,11.766095469673855,1.7924678510808048,2019-01-01 17:21:47.115736109,2019-01-01 19:09:20.000000000
274329,"[274327, 274328, 274329]",3637661,165,380.266296984278,380.266296984278,59404.987344093,83150.0,9825.177297025304,206,206,9.825177297025304,6.595836848863055,2019-01-01 16:30:04.987344093,2019-01-01 23:05:50.000000000
274569,"[274566, 274567, 274568, 274569]",3639425,101,168.95224581585538,168.95224581585538,23909.93952219437,63833.0,12263.422491041958,182,182,12.263422491041958,11.089739021612674,2019-01-01 06:38:29.939522194,2019-01-01 17:43:53.000000000
274597,"[274596, 274597]",3639510,10,412.6798074250714,412.6798074250714,25697.79690935043,52646.0,6894.530295821464,21,21,6.894530295821465,7.485611969624881,2019-01-01 07:08:17.796909350,2019-01-01 14:37:26.000000000
275031,"[275030, 275031]",3641308,166,132.95429110247633,132.95429110247633,38839.0614451178,64133.0,19276.07096895008,92,92,19.27607096895008,7.026094043022835,2019-01-01 10:47:19.061445118,2019-01-01 17:48:53.000000000
275367,"[275365, 275366, 275367]",3642979,167,178.42131195076405,178.42131195076405,39739.38174843042,52852.0,29387.06611773564,122,122,29.38706611773564,3.642393958769327,2019-01-01 11:02:19.381748430,2019-01-01 14:40:52.000000000
275490,"[275489, 275490]",3643620,146,1912.663281593129,444.4480181502963,62616.99266812396,74376.0,28645.158596612822,176,176,28.645158596612827,3.2663909255211223,2019-01-01 17:23:36.992668124,2019-01-01 20:39:36.000000000
275589,"[275584, 275585, 275586, 275587, 275588, 275589]",3644148,168,204.1036825763377,565.665067734532,53805.11024911594,86712.06359066645,38838.33630575387,79,79,38.83833630575387,9.14082037265292,2019-01-01 14:56:45.110249116,2019-01-02 00:05:12.063590666
275886,"[275885, 275886]",3645738,169,277.33606311230346,277.33606311230346,55716.48723017563,68627.0,8625.354717343513,61,61,8.625354717343512,3.586253547173435,2019-01-01 15:28:36.487230176,2019-01-01 19:03:47.000000000
276022,"[276021, 276022]",3646444,170,259.77646459957765,109.35850982080916,63068.60320099644,80208.78658675941,10311.33444818737,54,54,10.31133444818737,4.761162051600825,2019-01-01 17:31:08.603200996,2019-01-01 22:16:48.786586759
276059,"[276056, 276057, 276058, 276059]",3646585,171,183.21109390678853,6303.641467098739,34292.413587446375,75700.9781687645,18232.49804974236,69,69,18.23249804974236,11.502379050366146,2019-01-01 09:31:32.413587446,2019-01-01 21:01:40.978168765
276433,[276433],3648734,75,59.52067170009281,5586.922282838881,52425.08550264947,61989.64313427544,9137.70135209069,18,18,9.137701352090687,2.656821564340549,2019-01-01 14:33:45.085502649,2019-01-01 17:13:09.643134275
276475,"[276473, 276474, 276475]",3648854,172,100.35033464107308,100.35033464107308,32768.58107975014,43717.0,18204.76673209906,192,192,18.20476673209906,3.041227477847184,2019-01-01 09:06:08.581079750,2019-01-01 12:08:37.000000000
276846,"[276845, 276846]",3651144,141,105.31944025899747,11.06720856499054,63506.94601798688,69517.08053631517,6494.630915469576,116,116,6.494630915469576,1.6694818106467473,2019-01-01 17:38:26.946017987,2019-01-01 19:18:37.080536315
276972,"[276971, 276972]",3652033,102,149.4353688618874,1930.543545881628,75510.86886299384,85163.32185651768,23241.461006067264,43,43,23.241461006067265,2.6812369426455107,2019-01-01 20:58:30.868862994,2019-01-01 23:39:23.321856518
277079,"[277076, 277077, 277078, 277079]",3652419,173,410.64470560698686,108.44875994562076,63785.06606223765,74628.23062992636,24155.016610209183,0,0,24.15501661020918,3.011990157691307,2019-01-01 17:43:05.066062237,2019-01-01 20:43:48.230629926
277150,"[277149, 277150]",3652866,174,508.5883417491888,638.0993736750172,26038.258123120453,69262.66485922903,10744.118693717655,223,223,10.744118693717658,12.006779648919048,2019-01-01 07:13:58.258123119,2019-01-01 19:14:22.664859229
277357,"[277356, 277357]",3654235,175,173.08180560999716,164.8732681849514,57470.62370465495,73443.65171558267,22453.331979771905,77,77,22.453331979771907,4.4369522252577,2019-01-01 15:57:50.623704655,2019-01-01 20:24:03.651715583
278146,"[278145, 278146]",3658409,57,319.85190515108167,198.915568222408,57781.94899780556,72325.09996229447,24163.430490403545,84,84,24.163430490403545,4.039764156802474,2019-01-01 16:03:01.948997806,2019-01-01 20:05:25.099962294
278418,"[278415, 278416, 278417, 278418]",3659628,176,180.09961984470917,180.09961984470917,22013.7860674157,66424.0,72976.15876691385,87,87,72.97615876691385,12.336170536828972,2019-01-01 06:06:53.786067416,2019-01-01 18:27:04.000000000
278834,"[278833, 278834]",3661593,38,225.13781205393929,225.13781205393929,11763.710129453084,43091.0,11869.16307074766,226,226,11.86916307074766,8.70202496404081,2019-01-01 03:16:03.710129453,2019-01-01 11:58:11.000000000
279511,"[279510, 279511]",3665651,158,328.3007265253738,328.3007265253738,32292.28589051946,36836.0,9547.614152237196,71,71,9.547614152237196,1.2621428081890391,2019-01-01 08:58:12.285890519,2019-01-01 10:13:56.000000000
280189,"[280186, 280187, 280188, 280189]",3669253,177,92.60078852784648,92.60078852784648,34703.4410938406,52317.0,57178.31506032356,4,4,57.17831506032356,4.892655251710945,2019-01-01 09:38:23.441093841,2019-01-01 14:31:57.000000000
280659,"[280658, 280659]",3671868,178,873.3078183084978,306.4638977062264,62919.79374200323,65904.34596131321,6369.982441335775,150,150,6.369982441335774,0.8290422831416618,2019-01-01 17:28:39.793742003,2019-01-01 18:18:24.345961313
283687,"[283686, 283687]",3739386,13,476.7182435501727,476.7182435501727,65865.37806105474,74397.0,8656.164970701517,24,24,8.656164970701516,2.3698949830403504,2019-01-01 18:17:45.378061055,2019-01-01 20:39:57.000000000
283817,"[283816, 283817]",3741120,72,1034.830101986084,1034.830101986084,32182.37768096144,38974.0,21989.50886218244,187,187,21.98950886218244,1.88656175528849,2019-01-01 08:56:22.377680961,2019-01-01 10:49:34.000000000
284237,"[284235, 284236, 284237]",3746729,123,2075.54461066923,2075.54461066923,28855.884069563726,41003.0,80989.00709826374,223,223,80.98900709826374,3.374198869565632,2019-01-01 08:00:55.884069564,2019-01-01 11:23:23.000000000
284245,"[284244, 284245]",3746729,179,2075.54461066923,2075.54461066923,56414.9692180825,60503.0,30223.077275486037,23,23,30.223077275486038,1.1355641060881942,2019-01-01 15:40:14.969218083,2019-01-01 16:48:23.000000000
284596,"[284594, 284595, 284596]",3753651,180,5186.550971185537,5186.550971185537,48133.871788545264,61588.0,27855.216385188505,24,24,27.855216385188506,3.737257836515204,2019-01-01 13:22:13.871788545,2019-01-01 17:06:28.000000000
286419,"[286418, 286419]",3780289,181,158.42898618565638,22115.116356076356,69357.49799868211,83170.259685317,28901.96839713805,18,18,28.90196839713805,3.836878246287468,2019-01-01 19:15:57.497998682,2019-01-01 23:06:10.259685317
286784,"[286783, 286784]",3790230,153,2458.772697127265,2322.3639090672173,41896.22814191879,56098.770825049214,13451.261969092222,100,100,13.451261969092222,3.945150745314008,2019-01-01 11:38:16.228141919,2019-01-01 15:34:58.770825049
287422,[287422],3801527,182,140.956400563208,9188.918268360632,61667.10581601956,71669.5399490747,10304.085888617195,74,74,10.304085888617196,2.778453925848648,2019-01-01 17:07:47.105816020,2019-01-01 19:54:29.539949075
287607,"[287604, 287605, 287606, 287607]",3802951,128,1997.5351941171195,9739.613749553728,45694.64595878576,68649.56171594198,20527.640196814144,100,100,20.527640196814144,6.3763654880989495,2019-01-01 12:41:34.645958786,2019-01-01 19:04:09.561715942
287649,[287649],3803472,19,260.18423679860314,8929.742393110862,41629.735232325256,49178.22857293934,8670.343995482532,104,104,8.670343995482531,2.0968037057261344,2019-01-01 11:33:49.735232325,2019-01-01 13:39:38.228572939
290115,"[290114, 290115]",3836157,29,57.32014688957703,2701.254539016116,69012.62668609023,82196.47621204371,10852.699378681004,154,154,10.852699378681006,3.662180423875968,2019-01-01 19:10:12.626686090,2019-01-01 22:49:56.476212044
290464,"[290458, 290459, 290460, 290461, 290462, 290463, 290464]",3844222,183,5160.474623377792,1258.282235774816,19122.92950812237,68849.2659741825,56590.06063269805,225,225,56.59006063269805,13.81287124057226,2019-01-01 05:18:42.929508122,2019-01-01 19:07:29.265974182
290637,"[290636, 290637]",3846274,184,2505.8686742960917,2505.8686742960917,15440.173319594023,113802.0,15606.29667794381,62,62,15.60629667794381,27.322729633446105,2019-01-01 04:17:20.173319594,2019-01-02 07:36:42.000000000
290738,"[290737, 290738]",3847429,67,2434.236468449382,2434.236468449382,29480.89094808826,33304.0,14530.806997548349,52,52,14.530806997548346,1.0619747366421497,2019-01-01 08:11:20.890948088,2019-01-01 09:15:04.000000000
292292,"[292290, 292291, 292292]",3855427,185,214.7269684188886,297.81450069773587,61985.10533994621,91601.86770967804,24266.541031391174,61,61,24.266541031391174,8.226878436036618,2019-01-01 17:13:05.105339946,2019-01-02 01:26:41.867709678
292574,"[292569, 292570, 292571, 292574]",3856558,186,87.96441957429172,87.96441957429172,20321.994493691647,63262.0,18129.249837247127,78,78,18.129249837247126,11.927779307307876,2019-01-01 05:38:41.994493692,2019-01-01 17:34:22.000000000
292595,"[292594, 292595]",3856702,187,311.36599606751224,311.36599606751224,41941.2515850444,44421.0,27215.23374876652,4,4,27.21523374876652,0.6888190041543324,2019-01-01 11:39:01.251585043,2019-01-01 12:20:21.000000000
292600,"[292597, 292598, 292599, 292600]",3856702,188,54.27778888473974,311.36599606751224,57969.472588277145,79655.38893108205,26145.87694271672,41,41,26.14587694271672,6.023865650779141,2019-01-01 16:06:09.472588277,2019-01-01 22:07:35.388931082
292754,"[292753, 292754]",3857419,189,558.355862446618,558.355862446618,31867.243957786497,40195.0,9659.890061486209,230,230,9.659890061486209,2.3132655672815283,2019-01-01 08:51:07.243957786,2019-01-01 11:09:55.000000000
292757,"[292755, 292756, 292757]",3857419,125,558.355862446618,558.355862446618,48895.957233431945,63595.0,42176.9476468736,197,197,42.1769476468736,4.083067435157793,2019-01-01 13:34:55.957233432,2019-01-01 17:39:55.000000000
292834,"[292833, 292834]",3857648,190,458.9590718928277,458.9590718928277,36743.25962329762,63525.0,52270.56601951044,15,15,52.27056601951044,7.439372326861772,2019-01-01 10:12:23.259623298,2019-01-01 17:38:45.000000000
292984,"[292983, 292984]",3858164,191,258.17898420760673,258.17898420760673,61939.58305435464,67405.0,18483.804045704444,85,85,18.48380404570445,1.5181713737903777,2019-01-01 17:12:19.583054355,2019-01-01 18:43:25.000000000
292998,"[292994, 292995, 292996, 292997, 292998]",3858184,192,882.7888026853454,882.7888026853454,46889.78626197101,65050.0,52689.84544362305,130,130,52.68984544362306,5.044503816119162,2019-01-01 13:01:29.786261971,2019-01-01 18:04:10.000000000
293019,"[293018, 293019]",3858300,193,312.35287419820713,312.35287419820713,71260.60401371887,78721.0,15566.555174475823,1,1,15.566555174475823,2.0723322184114257,2019-01-01 19:47:40.604013719,2019-01-01 21:52:01.000000000
293693,[293693],3860677,194,73.68860394616469,166.57041728882703,62592.1264443533,71090.91021781835,7942.688272870842,6,6,7.942688272870843,2.360773270406959,2019-01-01 17:23:12.126444353,2019-01-01 19:44:50.910217818
294485,"[294481, 294482, 294483, 294484, 294485]",3863349,195,1590.004796352267,252.8823333321245,44102.0097059125,71798.17410250315,12531.054322823926,4,4,12.531054322823923,7.693378999052958,2019-01-01 12:15:02.009705913,2019-01-01 19:56:38.174102503
294777,"[294776, 294777]",3864491,196,323.09984937335287,258.4469004137892,58614.74237303885,64891.75152877345,26838.07702496152,21,21,26.83807702496152,1.7436136543707228,2019-01-01 16:16:54.742373039,2019-01-01 18:01:31.751528773
294809,"[294808, 294809]",3864632,152,177.33658621171648,177.33658621171648,12786.746588662403,48216.0,17479.261426044293,180,180,17.479261426044292,9.84145928092711,2019-01-01 03:33:06.746588662,2019-01-01 13:23:36.000000000
294934,"[294931, 294932, 294933, 294934]",3864992,91,112.2144756028137,112.2144756028137,38402.07261129214,58511.0,48109.85037918982,192,192,48.109850379189815,5.585813163529961,2019-01-01 10:40:02.072611292,2019-01-01 16:15:11.000000000
294983,"[294981, 294982, 294983]",3865179,197,132.04395612686974,132.04395612686974,42127.9775977206,48111.0,7952.940346278052,49,49,7.952940346278052,1.6619506672998332,2019-01-01 11:42:07.977597721,2019-01-01 13:21:51.000000000
295198,"[295197, 295198]",3865969,198,552.4590461813875,552.4590461813875,44760.51255055751,48891.0,14735.762484513654,25,25,14.735762484513652,1.1473576248451376,2019-01-01 12:26:00.512550558,2019-01-01 13:34:51.000000000
295200,"[295199, 295200]",3865969,180,552.4590461813875,19.28936556896021,62213.27061025406,72348.28514842592,8679.566278064882,24,24,8.679566278064883,2.8152818161588486,2019-01-01 17:16:53.270610254,2019-01-01 20:05:48.285148426
295751,"[295750, 295751]",3867846,199,249.68789123167568,249.68789123167568,32853.444147668786,39597.0,20654.32923142265,222,222,20.65432923142265,1.8732099589808928,2019-01-01 09:07:33.444147669,2019-01-01 10:59:57.000000000
295842,"[295840, 295841, 295842]",3868061,200,369.0493861638613,234.39923044434792,38916.132382776894,57222.794318054686,24594.541909690182,61,61,24.594541909690182,5.085183870910498,2019-01-01 10:48:36.132382777,2019-01-01 15:53:42.794318055
296134,"[296133, 296134]",3868859,15,191.336557659922,191.336557659922,50719.10378878759,55140.0,6136.005867011537,45,45,6.136005867011537,1.2280267253367816,2019-01-01 14:05:19.103788788,2019-01-01 15:19:00.000000000
296587,"[296586, 296587]",3870283,125,214.3551430720362,214.3551430720362,65013.69575803033,70634.0,16119.562276935438,197,197,16.119562276935437,1.5611956227693533,2019-01-01 18:03:33.695758030,2019-01-01 19:37:14.000000000
296610,"[296609, 296610]",3870332,201,77.51532319692936,77.51532319692936,63364.97238733031,74982.0,56028.54479638035,187,187,56.02854479638035,3.22695211463047,2019-01-01 17:36:04.972387330,2019-01-01 20:49:42.000000000
296926,"[296925, 296926]",3871434,202,208.37504461968385,208.37504461968385,67532.73522072061,88119.0,5174.021646649731,195,195,5.174021646649732,5.718406883133164,2019-01-01 18:45:32.735220721,2019-01-02 00:28:39.000000000
297030,"[297027, 297028, 297029, 297030]",3871833,203,1303.9314390832994,232.7083378449754,53104.069700748354,68513.1419620728,8339.000821689226,143,143,8.339000821689226,4.280297850367901,2019-01-01 14:45:04.069700748,2019-01-01 19:01:53.141962073
297232,"[297230, 297231, 297232]",3872433,204,176.9073266033947,164.02537054648306,52312.07106167366,66711.7080357615,16610.794963848017,161,161,16.610794963848015,3.999899159468845,2019-01-01 14:31:52.071061674,2019-01-01 18:31:51.708035762
297320,"[297319, 297320]",3872692,205,231.30786288522663,231.30786288522663,87869.67294734143,116965.0,8203.529240515938,41,41,8.203529240515937,8.082035292405159,2019-01-02 00:24:29.672947341,2019-01-02 08:29:25.000000000
297528,"[297526, 297527, 297528]",3873375,206,267.8971679015765,267.8971679015765,53346.63571393997,62577.0,34074.67452771814,25,25,34.07467452771814,2.5639900794611195,2019-01-01 14:49:06.635713940,2019-01-01 17:22:57.000000000
